[package] count=99 itemid=110 itemtype=consume source=init_profile type=get time=2013-04-07_19:12:14.827592 userid=1356
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:22:20.958476 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:22:20.962765 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:22:20.967340 userid=1265
[package] count=1 itemid=30300120 itemtype=equipment source=clean_instance_10403401 type=get time=2013-04-07_19:22:20.980244 userid=1265
[package] count=1 itemid=30300310 itemtype=equipment source=clean_instance_10403401 type=get time=2013-04-07_19:22:20.992053 userid=1265
[package] count=1 itemid=101 itemtype=consume source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.708515 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.713647 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.720325 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.727056 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.732409 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.737301 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.742016 userid=1265
[package] count=1 itemid=30300120 itemtype=equipment source=clean_instance_10403201 type=get time=2013-04-07_19:22:39.759736 userid=1265
[package] count=1 source=complete_quest itemtype=equipment itemid=20010410 time=2013-04-07_19:22:56.726254
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:23:02.904985 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:23:02.909656 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:23:02.914269 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:23:02.920298 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:23:02.926398 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403201 type=get time=2013-04-07_19:23:02.932637 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.022664 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.027638 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.032662 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.037255 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.042735 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.047659 userid=1265
[package] count=1 itemid=30300510 itemtype=equipment source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.061018 userid=1265
[package] count=1 itemid=30300110 itemtype=equipment source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.076240 userid=1265
[package] count=1 itemid=30300320 itemtype=equipment source=clean_instance_10403401 type=get time=2013-04-07_19:23:15.089776 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.403831 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.409054 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.414428 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.419339 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.424252 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.429548 userid=1265
[package] count=1 itemid=30300710 itemtype=equipment source=clean_instance_10403301 type=get time=2013-04-07_19:23:26.443648 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.223370 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.229156 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.238583 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.244382 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.251079 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.256676 userid=1265
[package] count=1 itemid=30300210 itemtype=equipment source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.275553 userid=1265
[package] count=1 itemid=30300310 itemtype=equipment source=clean_instance_10403301 type=get time=2013-04-07_19:24:00.291577 userid=1265
[package] count=1 itemid=101 itemtype=consume source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.830054 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.835673 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.840901 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.846138 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.852983 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.858146 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.863241 userid=1265
[package] count=1 itemid=30300710 itemtype=equipment source=clean_instance_10403401 type=get time=2013-04-07_19:24:09.879338 userid=1265
[package] count=1 source=complete_quest itemtype=equipment itemid=20010610 time=2013-04-07_19:25:27.000682
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.360065 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.363930 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.367717 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.372289 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.376163 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.380086 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.383908 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:25:49.387651 userid=1265
[package] count=1 itemid=20010320 itemtype=equipment source=unpack_bundle type=get time=2013-04-07_19:26:26.747994 userid=1356
[package] count=1 itemid=1102 itemtype=consume source=unpack_bundle type=get time=2013-04-07_19:26:26.748274 userid=1356
[package] count=1 itemid=1101 itemtype=consume source=unpack_bundle type=consume time=2013-04-07_19:26:26.748367 userid=1356
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.370027 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.370247 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.370429 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.370608 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.370787 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.370975 userid=1265
[package] count=1 itemid=30300310 itemtype=equipment source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.379396 userid=1265
[package] count=1 itemid=30300720 itemtype=equipment source=clean_instance_10403501 type=get time=2013-04-07_19:27:55.387112 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.975264 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.975456 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.975637 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.975815 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.976134 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.976330 userid=1265
[package] count=1 itemid=30300810 itemtype=equipment source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.984197 userid=1265
[package] count=1 itemid=30300510 itemtype=equipment source=clean_instance_10403601 type=get time=2013-04-07_19:28:13.992287 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.470243 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.470473 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.470688 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.470898 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.471114 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.471279 userid=1265
[package] count=1 itemid=30300810 itemtype=equipment source=clean_instance_10403501 type=get time=2013-04-07_19:28:27.479019 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.319589 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.319769 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.319928 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.320095 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.320250 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.320405 userid=1265
[package] count=1 itemid=30300720 itemtype=equipment source=clean_instance_10403501 type=get time=2013-04-07_19:28:59.328183 userid=1265
[package] count=1 source=complete_quest itemtype=equipment itemid=20010810 time=2013-04-07_19:28:59.980474
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.968329 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.968506 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.968666 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.968855 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.969144 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.969423 userid=1265
[package] count=1 itemid=30300520 itemtype=equipment source=clean_instance_10403601 type=get time=2013-04-07_19:29:07.983216 userid=1265
[package] count=1 itemid=5005 itemtype=material source=None type=get time=2013-04-07_19:29:17.760745 userid=1318
[package] count=1 itemid=5004 itemtype=material source=None type=get time=2013-04-07_19:29:26.147559 userid=1318
[package] count=1 itemid=101 itemtype=consume source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.257924 userid=1265
[package] count=1 itemid=101 itemtype=consume source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.258151 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.258314 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.258473 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.258629 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.258784 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.258939 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403601 type=get time=2013-04-07_19:29:34.259106 userid=1265
[package] count=6 itemid=101 itemtype=consume source=sell type=consume time=2013-04-07_19:30:33.576286 userid=1265
[package] count=1 itemid=102 itemtype=consume source=sell type=consume time=2013-04-07_19:30:36.107366 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.334130 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.334354 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.334565 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.334776 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.334998 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.335206 userid=1265
[package] count=1 itemid=30300120 itemtype=equipment source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.344343 userid=1265
[package] count=1 itemid=30300310 itemtype=equipment source=clean_instance_10403701 type=get time=2013-04-07_19:31:14.356345 userid=1265
[package] count=1 source=complete_quest itemtype=equipment itemid=20100120 time=2013-04-07_19:31:49.383195
[package] count=1 itemid=5003 itemtype=material source=None type=get time=2013-04-07_19:32:03.890737 userid=1318
[package] count=1 source=complete_quest itemtype=equipment itemid=20100820 time=2013-04-07_19:32:07.866775
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.497284 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.497514 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.497705 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.497979 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.498270 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.498557 userid=1265
[package] count=1 itemid=30300810 itemtype=equipment source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.514726 userid=1265
[package] count=1 itemid=30300320 itemtype=equipment source=clean_instance_10403701 type=get time=2013-04-07_19:32:12.540073 userid=1265
[package] count=1 itemid=4101 itemtype=material source=None type=get time=2013-04-07_19:32:13.690511 userid=1318
[package] count=1 itemid=5002 itemtype=material source=None type=get time=2013-04-07_19:32:20.307051 userid=1318
[package] count=1 itemid=101 itemtype=consume source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.333993 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.334314 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.334539 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.334729 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.334914 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.335121 userid=1265
[package] count=1 itemid=8002 itemtype=material source=clean_instance_10403701 type=get time=2013-04-07_19:32:38.335306 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.269853 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.273632 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.277493 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.281576 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.285410 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.289532 userid=1265
[package] count=2 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.293894 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.297982 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.302063 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:17.306319 userid=1265
[package] count=1 itemid=6003 itemtype=material source=separate type=get time=2013-04-07_19:34:20.399696 userid=1265
[package] count=1 source=complete_quest itemtype=equipment itemid=20100320 time=2013-04-07_19:34:30.479633
[package] count=1 itemid=3101 itemtype=material source=goal_reward type=get time=2013-04-07_19:34:47.987179 userid=1356
[package] count=1 itemid=3201 itemtype=material source=goal_reward type=get time=2013-04-07_19:34:47.987478 userid=1356
[package] count=1 itemid=1705 itemtype=consume source=goal_reward type=get time=2013-04-07_19:34:47.987768 userid=1356
[package] count=1 itemid=3101 itemtype=material source=goal_reward type=get time=2013-04-07_19:34:50.070214 userid=1356
[package] count=1 itemid=3201 itemtype=material source=goal_reward type=get time=2013-04-07_19:34:50.070431 userid=1356
[package] count=1 itemid=1705 itemtype=consume source=goal_reward type=get time=2013-04-07_19:34:50.070669 userid=1356
[package] count=2 itemid=3101 itemtype=material source=reward_by_gametime type=get time=2013-04-07_19:35:13.854276 userid=1356
[package] count=2 itemid=3301 itemtype=material source=reward_by_gametime type=get time=2013-04-07_19:35:15.237688 userid=1356
[package] count=1 itemid=20100320 itemtype=equipment source=unpack_bundle type=get time=2013-04-07_19:35:33.905810 userid=1356
[package] count=1 itemid=1103 itemtype=consume source=unpack_bundle type=get time=2013-04-07_19:35:33.906108 userid=1356
[package] count=1 itemid=1002 itemtype=consume source=unpack_bundle type=get time=2013-04-07_19:35:33.906326 userid=1356
[package] count=1 itemid=1102 itemtype=consume source=unpack_bundle type=consume time=2013-04-07_19:35:33.906409 userid=1356
[package] count=1 itemid=3802 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.740003 userid=1356
[package] count=1 itemid=3402 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.740265 userid=1356
[package] count=1 itemid=3702 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.740491 userid=1356
[package] count=1 itemid=3502 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.740713 userid=1356
[package] count=1 itemid=3202 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.740939 userid=1356
[package] count=1 itemid=3302 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.741175 userid=1356
[package] count=1 itemid=3402 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.741335 userid=1356
[package] count=1 itemid=3502 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.741492 userid=1356
[package] count=1 itemid=3402 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.741645 userid=1356
[package] count=1 itemid=3302 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.741838 userid=1356
[package] count=1 itemid=3702 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.742019 userid=1356
[package] count=1 itemid=3902 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.742246 userid=1356
[package] count=1 itemid=3302 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.742408 userid=1356
[package] count=1 itemid=3802 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.742541 userid=1356
[package] count=1 itemid=3502 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.742694 userid=1356
[package] count=1 itemid=3602 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.742917 userid=1356
[package] count=1 itemid=3102 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.743163 userid=1356
[package] count=1 itemid=3302 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.743326 userid=1356
[package] count=1 itemid=3402 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.743479 userid=1356
[package] count=1 itemid=3402 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.743631 userid=1356
[package] count=1 itemid=3702 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.743784 userid=1356
[package] count=1 itemid=3902 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.743940 userid=1356
[package] count=1 itemid=3102 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.744108 userid=1356
[package] count=1 itemid=4102 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.744342 userid=1356
[package] count=1 itemid=3602 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.744506 userid=1356
[package] count=1 itemid=3102 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.744667 userid=1356
[package] count=1 itemid=3902 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.744825 userid=1356
[package] count=1 itemid=3402 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.744987 userid=1356
[package] count=1 itemid=3502 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.745144 userid=1356
[package] count=1 itemid=4102 itemtype=material source=unpack_bundle type=get time=2013-04-07_19:35:35.745303 userid=1356
[package] count=1 itemid=1002 itemtype=consume source=unpack_bundle type=consume time=2013-04-07_19:35:35.745384 userid=1356
[package] count=1 itemid=1705 itemtype=consume source=consume_props type=consume time=2013-04-07_19:35:36.686564 userid=1356
[package] count=1 itemid=1705 itemtype=consume source=consume_props type=consume time=2013-04-07_19:35:39.069141 userid=1356
[package] count=2 itemid=3401 itemtype=material source=reward_by_gametime type=get time=2013-04-07_19:37:01.122501 userid=1318
[package] count=2 itemid=3601 itemtype=material source=reward_by_gametime type=get time=2013-04-07_19:37:03.119571 userid=1318
[package] count=1 source=complete_quest itemtype=equipment itemid=20100520 time=2013-04-07_19:37:28.999215
[package] count=1 source=complete_quest itemtype=equipment itemid=20100720 time=2013-04-07_19:40:10.307070
[package] count=1 itemid=4101 itemtype=material source=None type=get time=2013-04-07_19:41:03.172380 userid=1317
[package] count=1 itemid=3201 itemtype=material source=None type=get time=2013-04-07_19:42:00.140705 userid=1317
[package] count=1 itemid=4101 itemtype=material source=None type=get time=2013-04-07_19:42:39.771600 userid=1317
[package] count=1 itemid=3201 itemtype=material source=None type=get time=2013-04-07_19:42:42.673701 userid=1317
[package] count=1 itemid=3601 itemtype=material source=None type=get time=2013-04-07_19:42:44.618846 userid=1317
[package] count=1 itemid=3701 itemtype=material source=None type=get time=2013-04-07_19:42:47.177388 userid=1317
[package] count=1 itemid=4102 itemtype=material source=None type=get time=2013-04-07_19:42:55.303616 userid=1317
[package] count=1 itemid=3601 itemtype=material source=None type=get time=2013-04-07_19:42:58.360830 userid=1317
[package] count=1 itemid=3301 itemtype=material source=None type=get time=2013-04-07_19:43:18.971932 userid=1317
[package] count=1 itemid=3501 itemtype=material source=None type=get time=2013-04-07_19:43:24.240354 userid=1317
[package] count=1 itemid=3801 itemtype=material source=None type=get time=2013-04-07_19:43:25.817923 userid=1317
[package] count=1 itemid=3201 itemtype=material source=None type=get time=2013-04-07_19:43:27.801538 userid=1317
[package] count=1 itemid=3601 itemtype=material source=None type=get time=2013-04-07_19:43:33.339527 userid=1317
[package] count=1 source=complete_quest itemtype=equipment itemid=20100220 time=2013-04-07_19:44:38.577095
[package] count=1 source=complete_quest itemtype=equipment itemid=20100420 time=2013-04-07_19:44:59.843554
[package] count=1 itemid=3801 itemtype=material source=None type=get time=2013-04-07_19:45:00.010592 userid=1318
[package] count=1 itemid=6001 itemtype=material source=separate type=get time=2013-04-07_19:46:44.278657 userid=611
[package] count=1 itemid=5001 itemtype=material source=combine type=consume time=2013-04-07_19:46:50.376486 userid=611
